split,shard_id,local_index,band_idx,band_label,err_bin_id,fen,target_y,teacher_pred,teacher_abs_err,oracle_reference_node_budget,oracle_reference_cp,oracle_reference_y_600,teacher_vs_train_abs,teacher_vs_oracle_abs_600,train_vs_oracle_abs_600,oracle_target_range_600,oracle_target_std_600,oracle_cp_range,bestmove_changes,sign_flips,oracle_reference_y_s400,teacher_vs_oracle_abs_s400,train_vs_oracle_abs_s400,oracle_reference_y_s600,teacher_vs_oracle_abs_s600,train_vs_oracle_abs_s600,oracle_reference_y_s800,teacher_vs_oracle_abs_s800,train_vs_oracle_abs_s800,oracle_reference_y_s1200,teacher_vs_oracle_abs_s1200,train_vs_oracle_abs_s1200,oracle_cp_n8000,oracle_y600_n8000,oracle_bestmove_n8000,train_vs_oracle_abs_n8000,oracle_cp_n32000,oracle_y600_n32000,oracle_bestmove_n32000,train_vs_oracle_abs_n32000,oracle_cp_n128000,oracle_y600_n128000,oracle_bestmove_n128000,train_vs_oracle_abs_n128000,rank_oracle_target_range_600,rank_oracle_target_std_600,rank_bestmove_changes,rank_sign_flips,band_instability_score,stability_group,teacher_closer_to_oracle_than_train_600,teacher_oracle_sign_match,train_oracle_sign_match
test,0,39240,1,"[0.050,0.200]",2,2kr1bnr/pp3ppp/8/4P3/3n1Bb1/5N2/PP1NBPPP/R2K3R b - - 0 1,-0.13254879415035248,0.330078125,0.4626269191503525,128000,-122.0,-0.20057667874737134,0.4626269191503525,0.5306548037473713,0.06802788459701886,0.04030388768481083,0.01667294191694339,25.0,1,0,-0.2958816041613005,0.6259597291613005,0.16333281001094802,-0.20057667874737134,0.5306548037473713,0.06802788459701886,-0.15132870208509885,0.48140682708509885,0.018779907934746376,-0.10131782952251743,0.43139595452251744,0.031230964627835048,-97.0,-0.1602727910625605,g4f3,0.027723996912208032,-113.0,-0.1861377851291081,d4e2,0.053588990978755635,-122.0,-0.20057667874737134,d4e2,0.06802788459701886,0.6595744680851063,0.6382978723404256,0.6382978723404256,0.1276595744680851,0.5159574468085106,middle,False,False,True
test,0,29222,2,"[0.200,0.500]",0,2kr2r1/ppq2p2/2p1pP2/2Np3p/P2P4/2PQ2PP/1P6/R4R1K b - - 0 1,-0.4879249930381775,-0.49072265625,0.0027976632118225098,128000,-287.0,-0.44490784028706626,0.0027976632118225098,0.04581481596293374,0.04301715275111123,0.05984226519240504,0.025660818406681923,44.0,0,0,-0.6153583568455542,0.12463570059555418,0.1274333638073767,-0.44490784028706626,0.04581481596293374,0.04301715275111123,-0.3441125253005428,0.14661013094945718,0.14381246773763467,-0.23470847709468398,0.256014179155316,0.2532165159434935,-297.0,-0.458175844698613,g8g3,0.02974914833956449,-253.0,-0.39833357950620796,g8g3,0.08959141353196953,-287.0,-0.44490784028706626,g8g3,0.04301715275111123,0.7021276595744681,0.6808510638297872,0.0,0.0,0.3457446808510638,middle,False,True,True
test,0,15296,2,"[0.200,0.500]",0,r1b2rk1/pp4p1/4N1qp/1B1P1p2/4n3/7P/PP2QPP1/R2R2K1 b - - 0 1,-0.45023900270462036,-0.42578125,0.02445775270462036,128000,-305.0,-0.4686455963830753,0.02445775270462036,0.04286434638307529,0.01840659367845493,0.041282033835358445,0.017223438987062363,31.0,0,0,-0.642547152682299,0.216765902682299,0.19230814997767864,-0.4686455963830753,0.04286434638307529,0.01840659367845493,-0.36379252917918686,0.06198872082081314,0.0864464735254335,-0.24883137539561212,0.17694987460438788,0.20140762730900824,-274.0,-0.42736356254771685,f8f6,0.022875440156903515,-295.0,-0.45553824319873387,f8f6,0.005299240494113511,-305.0,-0.4686455963830753,f8f6,0.01840659367845493,0.5531914893617021,0.5531914893617021,0.02127659574468085,0.0,0.28191489361702127,stable,False,True,True
test,0,11065,2,"[0.200,0.500]",2,4r1k1/pp2rppp/5n2/2ppq2b/P3PQ2/2PB1NP1/1P4PP/4RRK1 b - - 0 1,0.3554486632347107,0.11895751953125,0.2364911437034607,128000,272.0,0.4246351512897301,0.2364911437034607,0.3056776317584801,0.06918648805501942,0.015143755293548056,0.00639452200215009,11.0,0,0,0.5915193954318164,0.4725618759005664,0.23607073219710573,0.4246351512897301,0.3056776317584801,0.06918648805501942,0.32747739480870536,0.20851987527745536,0.027971268426005336,0.22286294181414545,0.10390542228289545,0.13258572142056524,269.0,0.42052804045599973,e5f4,0.06507937722128904,261.0,0.40949139599618206,e5f4,0.05404273276147137,272.0,0.4246351512897301,e5f4,0.06918648805501942,0.1276595744680851,0.1276595744680851,0.0425531914893617,0.0,0.07446808510638298,stable,False,True,True
test,0,1796,3,"[0.500,0.700]",0,8/6R1/1k4p1/p1p2b1p/5KP1/P6P/8/8 b - - 0 1,-0.6979711055755615,-0.732421875,0.03445076942443848,128000,-319.0,-0.4866540682893323,0.03445076942443848,0.24576780671066772,0.21131703728622925,0.07439207501841621,0.03041356429058173,56.0,0,0,-0.6626368112043609,0.06978506379563909,0.035334294371200614,-0.4866540682893323,0.24576780671066772,0.21131703728622925,-0.3788789061215473,0.3535429688784527,0.31909219945401424,-0.259743503093041,0.472678371906959,0.4382276024825205,-293.0,-0.4528926193579334,h5g4,0.24507848621762812,-263.0,-0.41226199327091606,h5g4,0.28570911230464546,-319.0,-0.4866540682893323,h5g4,0.21131703728622925,0.6808510638297872,0.6595744680851063,0.0,0.0,0.3351063829787234,middle,False,True,True
test,0,40974,3,"[0.500,0.700]",0,2r3k1/pp2rpp1/3b3p/2pP4/6Pq/5B2/PPQ2R1P/5R1K b - - 0 1,0.5569035410881042,0.46142578125,0.09547775983810425,128000,333.0,0.5042582228791403,0.09547775983810425,0.04283244162914035,0.0526453182089639,0.052691416837596816,0.02195027120518766,41.0,1,0,0.6818161045714362,0.22039032332143615,0.1249125634833319,0.5042582228791403,0.04283244162914035,0.0526453182089639,0.3937665640821581,0.0676592171678419,0.16313697700594615,0.2705896986456141,0.1908360826043859,0.28631384244249014,305.0,0.4686455963830753,c5c4,0.08825794470502896,292.0,0.45156680604154353,c8e8,0.10533673504656071,333.0,0.5042582228791403,c8e8,0.0526453182089639,0.425531914893617,0.40425531914893614,0.5531914893617021,0.0,0.3457446808510638,middle,True,True,True
test,0,35937,3,"[0.500,0.700]",2,4k2r/1p2bppp/p3p3/2p1N1B1/2P5/8/PP1r1PPP/3R2K1 w k - 0 1,0.5838825106620789,-0.0557861328125,0.6396686434745789,128000,418.0,0.6022477153458966,0.6396686434745789,0.6580338481583966,0.01836520468381775,0.0031768955821861455,0.0013205721204370545,3.0,0,0,0.7798548512749939,0.8356409840874939,0.19597234061291502,0.6022477153458966,0.6580338481583966,0.01836520468381775,0.47962721333937575,0.5354133461518757,0.10425529732270311,0.3348966307664805,0.3906827635789805,0.24898587989559834,419.0,0.6033088121071671,g5d2,0.01942630144508828,421.0,0.6054246109280828,g5d2,0.021542100266003894,418.0,0.6022477153458966,g5d2,0.01836520468381775,0.0,0.0,0.02127659574468085,0.0,0.005319148936170213,stable,False,False,True
test,0,49784,4,"[0.700,1.000]",1,r7/4kp2/2K3p1/P6p/R2P4/7P/5P2/8 b - - 0 1,-0.793816328048706,-0.61083984375,0.18297648429870605,128000,-481.0,-0.6649674979566038,0.18297648429870605,0.054127654206603815,0.12884883009210224,0.06591586860093324,0.029111430779345394,66.0,0,0,-0.8344155694676939,0.2235757257176939,0.04059924141898785,-0.6649674979566038,0.054127654206603815,0.12884883009210224,-0.5379384420258775,0.07290140172412252,0.25587788602282857,-0.3806617687202271,0.2301780750297729,0.41315455932847894,-415.0,-0.5990516293556706,a8c8,0.19476469869303548,-471.0,-0.6555672165322444,a8c8,0.1382491115164617,-481.0,-0.6649674979566038,a8c8,0.12884883009210224,0.5531914893617021,0.6170212765957447,0.0,0.0,0.2925531914893617,middle,True,True,True
test,0,8349,4,"[0.700,1.000]",1,r4r1k/2pqnpp1/p2p3p/bp2p2Q/4P3/2PP2N1/P1BB1PPP/R3R1K1 w - - 0 1,0.8022878766059875,0.53271484375,0.26957303285598755,128000,544.0,0.719528510739225,0.26957303285598755,0.18681366698922497,0.08275936586676258,0.036279234171462504,0.015066727699782297,46.0,0,0,0.8763930674728229,0.34367822372282286,0.07410519086683531,0.719528510739225,0.18681366698922497,0.08275936586676258,0.5915193954318164,0.05880455168181642,0.21076848117417113,0.4246351512897301,0.10807969246026988,0.37765272531625743,529.0,0.707253290643499,c2b3,0.0950345859624886,575.0,0.7435325248149615,c2b3,0.05875535179102609,544.0,0.719528510739225,c2b3,0.08275936586676258,0.2765957446808511,0.2765957446808511,0.02127659574468085,0.0,0.14361702127659576,stable,False,True,True
test,0,36635,4,"[0.700,1.000]",1,8/5kp1/7p/3PB2P/pbp2PP1/8/1P4K1/8 w - - 0 1,0.7321442365646362,0.4501953125,0.28194892406463623,128000,345.0,0.5190218338982221,0.28194892406463623,0.0688265213982221,0.21312240266641413,0.09438668260849198,0.038738065131756864,73.0,0,0,0.6975434949818516,0.24734818248185164,0.03460074158278459,0.5190218338982221,0.0688265213982221,0.21312240266641413,0.4063654224396171,0.0438298900603829,0.32577881412501913,0.2798321934754683,0.17036311902453172,0.45231204308916795,314.0,0.48026858828703056,g4g5,0.25187564827760567,272.0,0.4246351512897301,g4g5,0.3075090852749061,345.0,0.5190218338982221,g4g5,0.21312240266641413,0.7872340425531915,0.7446808510638298,0.0425531914893617,0.0,0.39361702127659576,middle,True,True,True
test,0,38102,4,"[0.700,1.000]",2,k7/P5r1/8/5P2/R7/7K/8/8 b - - 0 1,-1.0,-0.474365234375,0.525634765625,128000,-516.0,-0.6962576726866814,0.525634765625,0.22189243831168137,0.3037423273133186,0.0425953838750599,0.018713565778197216,47.0,1,0,-0.8591265382143658,0.3847613038393658,0.1408734617856342,-0.6962576726866814,0.22189243831168137,0.3037423273133186,-0.5682943783549708,0.09392914397997076,0.43170562164502924,-0.405321308689463,0.06904392568553702,0.5946786913105371,-469.0,-0.6536622888116215,g7h7,0.3463377111883785,-476.0,-0.6602932189044453,g7h7,0.33970678109555474,-516.0,-0.6962576726866814,g7g5,0.3037423273133186,0.3404255319148936,0.3191489361702128,0.6382978723404256,0.0,0.324468085106383,middle,True,True,True
test,0,13243,4,"[0.700,1.000]",2,6k1/1p6/p4qpQ/3p4/3P1P2/P3R3/6PK/1r6 b - - 0 1,-0.7537865042686462,0.291259765625,1.0450462698936462,128000,-404.0,-0.5871682693574662,1.0450462698936462,0.8784280349824662,0.16661823491118,0.30350017918000416,0.12426592097791225,229.0,0,0,-0.7657620182484389,1.0570217838734388,0.011975513979792685,-0.5871682693574662,0.8784280349824662,0.16661823491118,-0.4660402984777151,0.7573000641027151,0.28774620579093113,-0.3244982920267205,0.6157580576517205,0.42928821224192576,-175.0,-0.2836680901774621,g8f7,0.47011841409118416,-295.0,-0.45553824319873387,g8f7,0.29824826106991237,-404.0,-0.5871682693574662,g8f7,0.16661823491118,0.9787234042553191,0.9787234042553191,0.06382978723404255,0.0,0.5053191489361702,unstable,False,False,True
test,1,38554,0,"[0.000,0.050]",0,r4rk1/pp1q1p1p/2pb1pb1/3p4/3P1PP1/3B3P/PPP1N3/R2Q1RK1 b - - 0 1,-0.004999958444386721,-0.0203704833984375,0.01537052495405078,128000,46.0,0.07651680911202627,0.01537052495405078,0.09688729251046377,0.08151676755641299,0.019861103290018695,0.00868738187311797,12.0,0,0,0.11449570919711116,0.13486619259554866,0.11949566764149788,0.07651680911202627,0.09688729251046377,0.08151676755641299,0.05743671390287926,0.07780719730131676,0.06243667234726598,0.038314568128458674,0.058685051526896174,0.043314526572845395,56.0,0.09306326199720014,f6f5,0.09806322044158686,44.0,0.07320215870718144,f6f5,0.07820211715156816,46.0,0.07651680911202627,f6f5,0.08151676755641299,0.2978723404255319,0.2978723404255319,0.0425531914893617,0.06382978723404255,0.175531914893617,stable,False,False,False
test,1,42910,0,"[0.000,0.050]",0,r2q1rk1/pp4bp/4pnp1/1n1p4/2pP1B1P/2P3P1/1P1NBP2/R2QK2R b KQ - 0 1,-0.023329099640250206,-0.003719329833984375,0.01960976980626583,128000,-48.0,-0.07982976911113136,0.01960976980626583,0.07611043927714699,0.05650066947088116,0.04809361241359989,0.02028504874266036,29.0,2,0,-0.11942729853438588,0.11570796870040151,0.09609819889413568,-0.07982976911113136,0.07611043927714699,0.05650066947088116,-0.059928103529143496,0.05620877369515912,0.03659900388889329,-0.03997868031116357,0.036259350477179195,0.016649580670913364,-27.0,-0.044969649583600245,b5d6,0.02164054994335004,-56.0,-0.09306326199720014,d8e8,0.06973416235694993,-48.0,-0.07982976911113136,b5d6,0.05650066947088116,0.6595744680851063,0.6382978723404256,0.8936170212765957,0.0851063829787234,0.5691489361702128,middle,False,True,True
test,1,33120,0,"[0.000,0.050]",1,2kr2r1/pp1q3p/2p2p2/2bp1n2/8/2PQ1BPP/P2NPP2/R3K2R b KQ - 0 1,0.02499479241669178,0.141357421875,0.11636262945830822,128000,36.0,0.059928103529143496,0.11636262945830822,0.08142931834585651,0.034933311112451716,0.09061777547922423,0.042331594520688645,55.0,0,0,0.0897577847471601,0.051599637127839895,0.06476299233046832,0.059928103529143496,0.08142931834585651,0.034933311112451716,0.044969649583600245,0.09638777229139975,0.019974857166908465,0.029991003238820143,0.11136641863617985,0.004996210822128363,90.0,0.14888503362331795,f5d6,0.12389024120662617,35.0,0.05826725814409372,f5d6,0.03327246572740194,36.0,0.059928103529143496,f5d6,0.034933311112451716,0.9361702127659575,0.9574468085106383,0.06382978723404255,0.10638297872340426,0.5159574468085106,middle,False,True,True
test,1,45622,0,"[0.000,0.050]",2,3q2k1/5p1p/1p4pb/1P2p3/PQ2P1B1/3p2P1/5PKP/8 b - - 0 1,0.021663276478648186,0.24951171875,0.22784844227135181,128000,29.0,0.04829573112443868,0.22784844227135181,0.2012159876255613,0.026632454645790497,0.021629738699195853,0.009510020189676184,13.0,0,0,0.07237324046358946,0.17713847828641055,0.05070996398494128,0.04829573112443868,0.2012159876255613,0.026632454645790497,0.03623413008636282,0.21327758866363716,0.014570853607714637,0.02416196309725981,0.22534975565274018,0.0024986866186116237,18.0,0.029991003238820143,d3d2,0.008327726760171957,31.0,0.051620741938015996,d3d2,0.02995746545936781,29.0,0.04829573112443868,d3d2,0.026632454645790497,0.3191489361702128,0.3191489361702128,0.0851063829787234,0.1276595744680851,0.2127659574468085,stable,False,True,True
test,1,12306,1,"[0.050,0.200]",0,r1b1rnk1/pp6/2pqnp1p/3p2p1/3P2PP/P1N5/1PPQ1P2/2KRNBR1 w - - 0 1,0.07154422253370285,0.0207366943359375,0.05080752819776535,128000,62.0,0.10296710732236511,0.05080752819776535,0.08223041298642761,0.03142288478866226,0.006591362892064426,0.0028006768035019206,4.0,0,0,0.15377052226409266,0.13303382792815516,0.0822262997303898,0.10296710732236511,0.08223041298642761,0.03142288478866226,0.07734521041301597,0.056608516077078466,0.005800987879313116,0.051620741938015996,0.030884047602078496,0.019923480595686854,63.0,0.10461581914865054,e1g2,0.033071596614947685,66.0,0.10955847021442953,e1g2,0.038014247680726684,62.0,0.10296710732236511,e1g2,0.03142288478866226,0.0,0.0,0.0851063829787234,0.14893617021276595,0.05851063829787234,stable,False,True,True
test,1,39362,1,"[0.050,0.200]",2,1k1r3r/pp3p2/3qpn2/3Pb2p/1P4p1/P7/1B2BPPP/2RQ1RK1 w - - 0 1,-0.13254879415035248,0.008758544921875,0.14130733907222748,128000,-97.0,-0.1602727910625605,0.14130733907222748,0.1690313359844355,0.027723996912208032,0.06205957291554025,0.026981573288325424,38.0,0,0,-0.23785570960038063,0.24661425452225563,0.10530691545002815,-0.1602727910625605,0.1690313359844355,0.027723996912208032,-0.12065928537710655,0.12941783029898155,0.011889508773245933,-0.08065773651240324,0.08941628143427824,0.05189105763794924,-66.0,-0.10955847021442953,b2e5,0.022990323935922943,-104.0,-0.17161804312996978,b2e5,0.039069248979617305,-97.0,-0.1602727910625605,b2e5,0.027723996912208032,0.8297872340425532,0.8723404255319149,0.10638297872340426,0.1702127659574468,0.4946808510638298,middle,False,False,True
test,1,19271,2,"[0.200,0.500]",0,2n5/1ppr1pkp/6p1/1P6/2RN1P2/3P2P1/4PK1P/8 w - - 0 1,0.37709322571754456,0.385009765625,0.007916539907455444,128000,267.0,0.4177803451322398,0.007916539907455444,0.03277057950723983,0.04068711941469527,0.029228734342957197,0.013178746224380573,21.0,1,0,0.5833329814597088,0.1983232158347088,0.20623975574216424,0.4177803451322398,0.03277057950723983,0.04068711941469527,0.3218862831183258,0.06312348250667421,0.05520694259921877,0.21889956725665036,0.16611019836834964,0.1581936584608942,248.0,0.39129930611304253,e2e3,0.014206080395497978,269.0,0.42052804045599973,e2e3,0.043434814738455174,267.0,0.4177803451322398,e2e4,0.04068711941469527,0.3191489361702128,0.3829787234042553,0.723404255319149,0.0,0.3563829787234043,middle,True,True,True
test,1,40132,2,"[0.200,0.500]",0,6k1/6p1/4r3/8/B2B2N1/8/3K4/8 b - - 0 1,-0.3064897954463959,-0.330322265625,0.023832470178604126,128000,-222.0,-0.35399171247704597,0.023832470178604126,0.023669446852045972,0.0475019170306501,0.29074292251350875,0.13470735535326997,184.0,0,0,-0.5042582228791403,0.17393595725414035,0.19776842743274448,-0.35399171247704597,0.023669446852045972,0.0475019170306501,-0.2705896986456141,0.05973256697938589,0.03590009680078177,-0.18291795686556014,0.14740430875943986,0.12357183858083573,-38.0,-0.06324878996353721,e6e4,0.24324100548285865,-215.0,-0.34374514490925095,e6e4,0.03725534946285508,-222.0,-0.35399171247704597,e6e4,0.0475019170306501,1.0,1.0,0.06382978723404255,0.0,0.5159574468085106,unstable,True,True,True
test,1,25498,2,"[0.200,0.500]",0,rn1q1rk1/pp2bppp/2p1pn2/8/2PP4/3B1N2/PP1BQPPP/2KR3R w - - 0 1,0.29283711314201355,0.23583984375,0.05699726939201355,128000,178.0,0.2882592022313934,0.05699726939201355,0.0524193584813934,0.004577910910620153,0.042190798549767206,0.01744653563949749,28.0,0,0,0.4177803451322398,0.18194050138223983,0.12494323199022628,0.2882592022313934,0.0524193584813934,0.004577910910620153,0.21889956725665036,0.016940276493349643,0.07393754588536319,0.14725490855271123,0.08858493519728877,0.14558220458930232,206.0,0.3304500007811606,g2g4,0.03761288763914705,188.0,0.3034665106025228,g2g4,0.010629397460509227,178.0,0.2882592022313934,g2g4,0.004577910910620153,0.574468085106383,0.574468085106383,0.0851063829787234,0.0,0.30851063829787234,middle,False,True,True
