index,fen,target_y,teacher_pred,teacher_abs_err,search_static_score,proxy_final_score,proxy_abs_final_score,proxy_vol_range,proxy_vol_std,proxy_static_gap,proxy_sign_flips,proxy_best_move_changes,search_score_d1,best_move_d1,search_score_d2,best_move_d2,search_score_d3,best_move_d3,search_score_d4,best_move_d4
9170,2r2rk1/1pqb2p1/1b2ppp1/pP1pPn2/P4B2/2PQ1N2/3N1PPP/2R2RK1 w - - 0 1,0.14888502657413483,-0.125244140625,0.2741291671991348,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,g1h1,0.0,g1h1,0.0,g1h1,0.0,g1h1
9414,1rbq1rk1/p3ppbp/1p2n1p1/2n1P3/4N3/P2BBN2/1PP1Q1PP/R4RK1 w - - 0 1,-0.004999958444386721,0.00870513916015625,0.01370509760454297,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,e4c5,0.0,e4c5,0.0,e4c5,0.0,e4c5
10835,1r3rk1/p3pp2/3p2p1/b6p/8/1P4PP/P3PP2/1RB2RK1 w - - 0 1,0.0,-0.0323486328125,0.0323486328125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,f2f3,0.0,f2f3,0.0,f2f3,0.0,f2f3
10920,8/1p6/p1kp1n2/P4p1p/4pP2/5KPP/1PP5/3N4 w - - 0 1,0.0,-0.11224365234375,0.11224365234375,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,f3g2,0.0,f3g2,0.0,f3g2,0.0,f3g2
11526,r2q1rk1/pp1n1ppp/3b1n2/3pp3/3P4/1P1BPQ1P/PB1N1PP1/R4RK1 w - - 0 1,0.04164256900548935,0.07470703125,0.03306446224451065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,d4e5,0.0,d4e5,0.0,d4e5,0.0,d4e5
11839,4r3/pp1n1rbk/2p3pp/4p3/2P1Pp2/B1P3Pb/P1QN1P1P/3R2K1 w - - 0 1,0.08314096927642822,-0.0255126953125,0.10865366458892822,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,0.02564102564102564,g3f4,0.02564102564102564,g3f4,0.02564102564102564,g3f4,0.02564102564102564,g3f4
12156,2r2rk1/1b3p1p/p1q1p3/1p2P1p1/4n2B/PB3R2/1P3PPP/3QR1K1 w - - 0 1,0.04330623149871826,0.00107574462890625,0.04223048686981201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,h4g3,0.0,h4g3,0.0,h4g3,0.0,h4g3
12660,8/8/1rp3k1/p2p4/7R/4PK2/5P2/8 w - - 0 1,-0.008333140052855015,-0.151123046875,0.14278990682214499,-0.02564102564102564,-0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,-0.02564102564102564,e3e4,-0.02564102564102564,e3e4,-0.02564102564102564,e3e4,-0.02564102564102564,e3e4
12785,r2r2k1/pp3ppp/2n1b3/8/5B2/2P2N2/P2R1PPP/5RK1 w - - 0 1,-0.051620740443468094,-0.0797119140625,0.028091173619031906,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,d2d8,0.0,d2d8,0.0,d2d8,0.0,d2d8
12835,1r1r2k1/1p3pp1/pQnp1q1p/4p3/4P3/2P4P/P1P1BPP1/1R1R2K1 b - - 0 1,-0.02499479241669178,-0.056182861328125,0.03118806891143322,-0.0,-0.0,0.0,0.0,0.0,0.0,0,1,-0.0,g8h8,-0.0,d8c8,-0.0,d8c8,-0.0,d8c8
13053,4r3/1b4kp/2n2qp1/2pnpp2/1pN5/2PP1NP1/rP1Q1P1P/3RRBK1 w - - 0 1,0.0,0.08721923828125,0.08721923828125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,c3b4,0.0,c3b4,0.0,c3b4,0.0,c3b4
13311,r2k1bnr/ppp2ppp/2n1b3/4p3/2P5/2N1PN2/PP3PPP/R1B1KB1R b KQ - 0 1,-0.023329099640250206,0.01354217529296875,0.036871274933218956,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,h7h6,-0.0,h7h6,-0.0,h7h6,-0.0,h7h6
13786,7k/2pq2pp/prnp2n1/4pr2/2Q5/3PPNN1/PP4PP/2R2RK1 b - - 0 1,-0.15377052128314972,-0.028350830078125,0.12541969120502472,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,f5f6,-0.0,f5f6,-0.0,f5f6,-0.0,f5f6
13998,2br1rk1/4nppp/pb2p3/1pN5/1P6/P3P3/BBR2PPP/R5K1 b - - 0 1,-0.0383145697414875,-0.00594329833984375,0.03237127140164375,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,b6c5,-0.0,b6c5,-0.0,b6c5,-0.0,b6c5
14915,2r5/4bp2/p4p2/1p2p2P/4k1P1/PP2B3/2P3R1/1K6 w - - 0 1,-0.06656807661056519,0.261962890625,0.3285309672355652,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,g2e2,0.0,g2e2,0.0,e3c1,0.0,e3c1
15618,r2q1rk1/ppp1bppp/5n2/4p1B1/2P1P1b1/3B4/PP3PPP/RN1Q1RK1 w - - 0 1,-0.07154422253370285,0.051605224609375,0.12314944714307785,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,f2f3,0.0,f2f3,0.0,f2f3,0.0,d1d2
16558,8/8/5pk1/2r3p1/5n1p/r6P/PRN2PPK/3R4 b - - 0 1,-0.006666568107903004,0.052978515625,0.059645083732903004,-0.02564102564102564,-0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,-0.02564102564102564,a3a4,-0.02564102564102564,a3a4,-0.02564102564102564,a3a4,-0.02564102564102564,a3a4
16766,r1bq1rk1/1p3pbp/1np3p1/p2p4/3P1N2/2N1P3/PPQ1BPPP/R4RK1 w - - 0 1,-0.06988588720560074,-0.01377105712890625,0.05611483007669449,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,f2f3,0.0,f2f3,0.0,f2f3,0.0,f2f3
17238,2r3k1/np1nbpp1/q3p1p1/3pP3/pP1P4/P2N3P/4NPP1/2BQ1RK1 b - - 0 1,0.11285057663917542,0.062164306640625,0.050686269998550415,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,g8h8,-0.0,g8h8,-0.0,g8h8,-0.0,g8h8
17982,3q1rk1/rb1nbpp1/2p1pn1p/3p4/3P4/2NBPN1P/P1Q2PPB/1R3RK1 w - - 0 1,-0.0582672581076622,0.1280517578125,0.1863190159201622,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,g1h1,0.0,g1h1,0.0,g1h1,0.0,g1h1
18379,5r2/1p1k4/p1p3np/R4N2/P5P1/8/1PP2K1P/8 b - - 0 1,-0.02499479241669178,-0.135009765625,0.11001497320830822,-0.02564102564102564,-0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,-0.02564102564102564,f8h8,-0.02564102564102564,f8h8,-0.02564102564102564,f8h8,-0.02564102564102564,f8h8
18865,r3kb1r/1bqp3p/p1n1pn2/1p3p2/3N1P2/2N1B1P1/PPP3BP/R2Q1RK1 w kq - 0 1,-0.08810430020093918,0.099609375,0.18771367520093918,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,g2c6,0.0,g2c6,0.0,g2c6,0.0,g2c6
18937,5rk1/4Qp2/p1p3p1/8/5Rp1/3P2P1/3qP2P/7K b - - 0 1,-0.0,0.08441162109375,0.08441162109375,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,1,0.02564102564102564,f7f5,0.02564102564102564,f7f5,0.02564102564102564,d2d1,0.02564102564102564,d2d1
19687,rnbk1b1r/1p3ppp/p3pn2/2p5/P3P3/2N5/1PP2PPP/R1B1KBNR b KQ - 0 1,-0.059928104281425476,-0.059295654296875,0.0006324499845504761,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,h7h6,-0.0,h7h6,-0.0,h7h6,-0.0,h7h6
20404,2r3k1/1Q3pp1/2q1pn2/p2p3p/P2P4/2P1B1PP/4bPB1/1R4K1 w - - 0 1,-0.051620740443468094,-0.0229034423828125,0.028717298060655594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,b7c6,0.0,b7c6,0.0,b7c6,0.0,b7c6
20635,2kr4/ppp3p1/8/3p2r1/8/2P3P1/PP3P2/R4RK1 w - - 0 1,0.011666137725114822,0.0247039794921875,0.013037841767072678,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,g1h1,0.0,g1h1,0.0,g1h1,0.0,g1h1
21248,6k1/pb2q2p/1p4p1/1P1p4/P2N4/1B2nP1P/Q4KP1/8 b - - 0 1,-0.028325753286480904,-0.1676025390625,0.1392767857760191,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,g8h8,-0.0,g8h8,-0.0,g8h8,-0.0,g8h8
21761,6k1/8/4np2/1P3npp/3p4/r2N2B1/4KPPP/2R5 b - - 0 1,-0.023329099640250206,0.091552734375,0.1148818340152502,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,f5g3,-0.0,f5g3,-0.0,f5g3,-0.0,f5g3
21771,1r4k1/2r1pp2/p1qp1npp/1p6/1PP2R2/P3N1P1/1Q2PP1P/2R3K1 w - - 0 1,0.11942730098962784,0.10833740234375,0.011089898645877838,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,f2f3,0.0,f2f3,0.0,f2f3,0.0,f2f3
21881,r2q1rk1/3p2pp/2b1p3/p1b1Np2/1pP2B2/4P3/PP2QPPP/R2R2K1 b - - 0 1,-0.06822717189788818,-0.06610107421875,0.0021260976791381836,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,d8c8,-0.0,d8c8,-0.0,d8c8,-0.0,d8c8
22086,8/8/1p2k2p/p1pp1Pp1/PP4P1/2PK2P1/8/8 b - - 0 1,-0.0,0.29541015625,0.29541015625,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,e6f7,-0.0,e6f7,-0.0,e6f7,-0.0,e6f7
22274,2r1kb1r/1p3ppp/p3p3/n2q4/3P4/5N2/PP2QPPP/R1B2RK1 w k - 0 1,-0.06158861890435219,-0.0178985595703125,0.04369005933403969,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,g2g3,0.0,g2g3,0.0,g2g3,0.0,g2g3
22362,r1r2bk1/1pq2ppp/1n1p1n2/3Pp2b/1P2P3/BQN3PP/3N1PB1/1RR3K1 b - - 0 1,-0.049958374351263046,-0.0784912109375,0.028532836586236954,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,g8h8,-0.0,g8h8,-0.0,g8h8,-0.0,g8h8
22493,2k2b1r/ppp3p1/2n1qp1p/3rp3/1PN1nP2/P2PB1P1/2Q3NP/R4RK1 b - - 0 1,0.14235976338386536,-0.01346588134765625,0.1558256447315216,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,1,0.02564102564102564,c6d4,0.02564102564102564,c6d4,0.02564102564102564,e4d6,0.02564102564102564,e4d6
23074,r1q1kb1r/pp2pppp/2p2n2/n5B1/3P4/2NP1Q2/PP2N1PP/R3K2R b KQkq - 0 1,-0.08810430020093918,0.05377197265625,0.14187627285718918,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,0.02564102564102564,h7h6,0.02564102564102564,h7h6,0.02564102564102564,h7h6,0.02564102564102564,h7h6
23300,1r3rk1/Rbp1b1p1/1p1pp1qp/3P1p1n/2P5/2PBP1BP/2QN1PP1/5RK1 w - - 0 1,0.10296710580587387,0.0928955078125,0.01007159799337387,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,d5e6,0.0,d5e6,0.0,d5e6,0.0,d5e6
24681,3r2k1/1p5p/1N1p2p1/Pp1P4/2p1pPn1/2R3PP/1P4K1/8 b - - 0 1,-0.0,0.0989990234375,0.0989990234375,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,0.02564102564102564,g4f6,0.02564102564102564,g4f6,0.02564102564102564,g4f6,0.02564102564102564,g4f6
24684,8/2R2pkp/p1N1pnp1/8/6b1/1P4PP/P4PBK/3r4 b - - 0 1,-0.011666137725114822,-0.192626953125,0.18096081539988518,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,g4h5,-0.0,g4h5,-0.0,g4h5,-0.0,g4h5
24859,rn1r2k1/ppp2ppp/2b1pq2/8/3P3P/5N2/PPP1QPP1/2KR1B1R w - - 0 1,0.03997867926955223,0.1385498046875,0.09857112541794777,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,c2c3,0.0,c2c3,0.0,c2c3,0.0,c2c3
25038,3k4/1p5p/pnr2pb1/b3p3/8/2PP3P/P3B1P1/1R1NK2R b - - 0 1,-0.03498571366071701,-0.1790771484375,0.144091434776783,-0.05128205128205128,-0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0,0,-0.05128205128205128,h7h6,-0.05128205128205128,h7h6,-0.05128205128205128,h7h6,-0.05128205128205128,h7h6
26121,2r1k1r1/ppqb1p2/2n1p3/3pPn2/5P2/P1Q5/2P1N1PP/1RB1KB1R w K - 0 1,0.14235976338386536,-0.0557861328125,0.19814589619636536,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,0.02564102564102564,g2g3,0.02564102564102564,g2g3,0.02564102564102564,g2g3,0.02564102564102564,g2g3
26190,2r1r1k1/p4ppp/1p6/3p4/3B4/PP1nP1K1/3NbPPP/RR6 w - - 0 1,-0.08645033091306686,-0.060028076171875,0.026422254741191864,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,f2f3,0.0,f2f3,0.0,f2f3,0.0,f2f3
26199,r1bqr3/pp3pk1/5pp1/3P1n2/4N2p/P1QB3P/1P3PP1/3R1RK1 w - - 0 1,0.02666034735739231,0.249267578125,0.2226072307676077,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,f2f3,0.0,f2f3,0.0,g1h1,0.0,g1h1
28196,rn2k2r/pp3pp1/1bp1p3/8/7P/2P3N1/PP3PP1/R3K1NR w KQkq - 0 1,-0.008333140052855015,-0.08447265625,0.07613951619714499,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,a1b1,0.0,a1b1,0.0,a1b1,0.0,a1b1
28652,r2qr1k1/pp2n1b1/4Pnpp/1P1pp3/4p3/BQN3P1/P4PBP/R4RK1 b - - 0 1,-0.1341858059167862,-0.1630859375,0.028900131583213806,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,1,0.02564102564102564,g8h8,0.02564102564102564,g8h8,0.02564102564102564,e7f5,0.02564102564102564,e7f5
28948,6r1/pk6/1p2p3/3pPpp1/P1rP1P2/R1PK2P1/5R2/8 w - - 0 1,-0.054944608360528946,0.125732421875,0.18067703023552895,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,f4g5,0.0,f4g5,0.0,f4g5,0.0,f4g5
29178,r4rk1/1ppqnbpp/p1p2p2/8/N2RP3/P6P/1PP2PP1/R1BQ2K1 b - - 0 1,-0.09471523761749268,-0.11572265625,0.021007418632507324,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,d7e8,-0.0,d7e8,-0.0,d7e8,-0.0,d7e8
30672,r2q1rk1/ppp2ppp/4pn2/3pB2b/2PP4/2P2P2/P3P1PP/1R1QKBR1 b - - 0 1,-0.0,0.079833984375,0.079833984375,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,d5c4,-0.0,d5c4,-0.0,d5c4,-0.0,d5c4
31097,r4rk1/ppq2pp1/2p1pb1p/4Nb2/2BP1PP1/8/PPP1Q2P/2KR3R b - - 0 1,-0.07154422253370285,-0.0943603515625,0.02281612902879715,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,f6e5,-0.0,f6e5,-0.0,f6e5,-0.0,f6e5
31277,3r2rk/1p3p1p/p1p1bp2/8/PP1P4/5N1P/5PPK/2R1R3 b - - 0 1,-0.0,0.0290374755859375,0.0290374755859375,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,h7h6,-0.0,h7h6,-0.0,h7h6,-0.0,h7h6
32037,3r1rk1/2p3pp/p4q2/np1p4/6b1/1BP1RN1P/PP1Q1PP1/R5K1 b - - 0 1,-0.011666137725114822,-0.08514404296875,0.07347790524363518,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,a5b3,-0.0,a5b3,-0.0,a5b3,-0.0,a5b3
33267,r4rk1/pp1nbppp/2b1pn2/4N3/2B5/1PN5/PBP2PPP/3R1RK1 w - - 0 1,0.06158861890435219,0.159423828125,0.09783520922064781,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,e5c6,0.0,e5c6,0.0,e5c6,0.0,e5c6
33512,2krr3/pp3pp1/4p2p/4B2P/2P1n1P1/5P2/PP6/1K1R3R b - - 0 1,-0.049958374351263046,-0.00908660888671875,0.040871765464544296,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,d8d1,-0.0,d8d1,-0.0,d8d1,-0.0,d8d1
35896,r2qr1k1/1p2bppp/2pN4/p3P2n/3Q2b1/2N5/PPPR1PBP/5RK1 b - - 0 1,-0.12106986343860626,-0.062744140625,0.05832572281360626,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,e7d6,-0.0,e7d6,-0.0,e7d6,-0.0,e7d6
36303,8/8/6N1/8/p3kP2/K7/8/8 b - - 0 1,-0.0,-0.0085906982421875,0.0085906982421875,-0.07692307692307693,-0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0,0,-0.07692307692307693,e4f5,-0.07692307692307693,e4f5,-0.07692307692307693,e4f5,-0.07692307692307693,e4f5
36670,3r1b2/1p5k/p2r1p1p/q1pNpPpQ/P1P1P3/1PN5/6PP/2R4K b - - 0 1,-0.125993549823761,-0.1932373046875,0.06724375486373901,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0,1,0.05128205128205128,d8c8,0.05128205128205128,d8c8,0.05128205128205128,f8g7,0.05128205128205128,f8g7
36798,r3kb1r/pp1n2pp/1q2pp2/1Q1p3n/P2P4/2P2NB1/1P1NKPPP/1R5R b kq - 0 1,-0.0,0.01556396484375,0.01556396484375,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,b6b5,-0.0,b6b5,-0.0,b6b5,-0.0,b6b5
37815,r4rk1/ppq2ppp/2n1p3/3pP3/6b1/1QPB4/PP1N1PPP/R3R1K1 w - - 0 1,-0.00999966636300087,0.02789306640625,0.03789273276925087,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,c3c4,0.0,c3c4,0.0,c3c4,0.0,c3c4
39199,2r1n1k1/1p1q1ppp/p3b3/3p4/7Q/1P2P1P1/P4PBP/2BR2K1 w - - 0 1,0.04829573258757591,0.158935546875,0.11063981428742409,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,f2f3,0.0,f2f3,0.0,f2f3,0.0,f2f3
39382,2r3k1/Q4ppp/P1q5/8/3B4/7P/5PPK/8 w - - 0 1,-0.014998875558376312,0.052459716796875,0.06745859235525131,-0.02564102564102564,-0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,1,-0.02564102564102564,f2f3,-0.02564102564102564,f2f3,-0.02564102564102564,d4e3,-0.02564102564102564,d4e3
39509,r2r2k1/2q2pbp/p5p1/1p2nb2/P4B2/2P2N1P/4BPP1/R1Q2RK1 b - - 0 1,-0.0,0.07391357421875,0.07391357421875,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,b5a4,-0.0,b5a4,-0.0,b5a4,-0.0,b5a4
39755,r4rk1/1b2bppp/p3pn2/1p2P3/1P5q/PQN4P/4BPP1/R1B2RK1 b - - 0 1,0.11449570953845978,0.161376953125,0.04688124358654022,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,f6d5,-0.0,f6d5,-0.0,f6d5,-0.0,f6d5
40458,2r1r1k1/3n1pbp/ppNp2p1/3P4/8/8/PP3PPP/1RB2RK1 b - - 0 1,0.19256539642810822,0.24609375,0.053528353571891785,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,g8h8,-0.0,g8h8,-0.0,g8h8,-0.0,g8h8
40751,7n/7P/8/1k6/1p1K4/8/8/8 w - - 0 1,0.0,-0.384521484375,0.384521484375,-0.07692307692307693,-0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0,0,-0.07692307692307693,d4e3,-0.07692307692307693,d4e3,-0.07692307692307693,d4e3,-0.07692307692307693,d4e3
41802,4kr2/4b1Qp/Bpr1q2B/4pp2/1P2P3/n5K1/3R1PPP/R7 w - - 0 1,0.0,0.6904296875,0.6904296875,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,1,0.02564102564102564,a1a3,0.02564102564102564,a1a3,0.02564102564102564,e4f5,0.02564102564102564,e4f5
41843,8/R4pk1/6pp/P7/6PP/r7/5PK1/8 b - - 0 1,-0.004999958444386721,-0.05010986328125,0.04510990483686328,-0.02564102564102564,-0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,-0.02564102564102564,g7h8,-0.02564102564102564,g7h8,-0.02564102564102564,g7h8,-0.02564102564102564,g7h8
