shard_id,local_index,band_idx,band_label,target_y,teacher_pred,teacher_abs_err,fen,sf_final_target,sf_final_cp,sf_target_range,sf_target_std,sf_cp_range,sf_bestmove_changes,sf_sign_flips,sf_final_gap_to_train_target,sf_target_n2000,sf_cp_n2000,sf_bestmove_n2000,sf_target_n8000,sf_cp_n8000,sf_bestmove_n8000,sf_target_n32000,sf_cp_n32000,sf_bestmove_n32000,rank_target_range,rank_target_std,rank_bestmove_changes,rank_sign_flips,instability_score
48,13340,1,"[0.050,0.100]",-0.06656807661056519,-0.06134033203125,0.0052277445793151855,r3kb1r/pppq1p1p/2np1np1/8/2PN4/1PN3P1/PB2PPKP/R2Q1R2 b kq - 0 1,-0.0897577847471601,-54.0,0.01980068546726943,0.009334132644032092,12.0,0,0,0.02318970813659492,-0.10955847021442953,-66.0,f8g7,-0.0897577847471601,-54.0,f8g7,-0.0897577847471601,-54.0,f8g7,0.11578947368421053,0.12631578947368421,0.23157894736842105,0.5052631578947369,0.24473684210526317
22,12065,2,"[0.100,0.150]",0.11285057663917542,0.00020313262939453125,0.11264744400978088,rnbq1rk1/2b2pp1/2p2n1p/P1Pp4/8/2NB1N1P/P4PP1/R1BQ1RK1 b - - 0 1,0.14399226586303726,87.0,0.034088602254292916,0.013922512459668808,21.0,0,0,0.031141689223861846,0.17808086811733018,108.0,b8d7,0.16189621029691695,98.0,b8d7,0.14399226586303726,87.0,b8d7,0.35789473684210527,0.3263157894736842,0.08421052631578947,0.21052631578947367,0.24473684210526317
33,39371,2,"[0.100,0.150]",-0.10296710580587387,-0.125732421875,0.02276531606912613,rnbqk2r/1p4pp/p3pn2/3p1p2/3P1P2/2NB1N2/PP3PPP/R2Q1RK1 b kq - 0 1,-0.15539736153535735,-94.0,0.016304913656899317,0.007332899101111177,10.0,1,0,0.05243025572948348,-0.13909244787845804,-84.0,e8g8,-0.15377052226409266,-93.0,c8d7,-0.15539736153535735,-94.0,c8d7,0.06315789473684211,0.07368421052631578,0.5894736842105263,0.3263157894736842,0.2631578947368421
18,42732,2,"[0.100,0.150]",-0.12927258014678955,-0.230712890625,0.10144031047821045,5r2/2p3pb/2pk3p/3p4/3P2B1/4PPP1/1R2K3/8 w - - 0 1,-0.16189621029691695,-98.0,0.02584999557136844,0.011497676076015796,16.0,1,0,0.0326236301501274,-0.16514041292462933,-100.0,b2a2,-0.1877462058682854,-114.0,b2a2,-0.16189621029691695,-98.0,f3f4,0.18947368421052632,0.21052631578947367,0.5052631578947369,0.15789473684210525,0.2657894736842105
5,13047,3,"[0.150,0.200]",0.16838105022907257,0.1434326171875,0.02494843304157257,1rrq2k1/4npb1/4p1pp/p1RpP3/Pp1P2Pn/1P1QB3/4NP1P/2R3KB w - - 0 1,0.21492895629938333,131.0,0.028791171170275215,0.013213422670438365,18.0,1,0,0.04654790607031076,0.21333871221642287,130.0,f2f4,0.1861377851291081,113.0,d3a6,0.21492895629938333,131.0,d3a6,0.2736842105263158,0.29473684210526313,0.4631578947368421,0.05263157894736842,0.2710526315789474
5,11008,1,"[0.050,0.100]",-0.08479588478803635,-0.12078857421875,0.035992689430713654,r4rk1/2qb1pp1/4p2p/1PbpP3/3N1P2/p1PB2P1/R2Q3P/5RK1 w - - 0 1,-0.09801761151771787,-59.0,0.032953984505527695,0.013999965314678292,20.0,1,0,0.013221726729681527,-0.1227117692526878,-74.0,g1h1,-0.0897577847471601,-54.0,g1g2,-0.09801761151771787,-59.0,g1g2,0.3368421052631579,0.3473684210526316,0.45263157894736844,0.042105263157894736,0.29473684210526313
9,17466,1,"[0.050,0.100]",-0.06988588720560074,-0.06988525390625,6.332993507385254e-07,r2rb1k1/1p3pbp/p2pp1p1/q3n3/1NP1P3/1P2BP1P/P1NQ2P1/2RR2K1 b - - 0 1,-0.08314096643359975,-50.0,0.023177371680771136,0.009494674239055435,14.0,2,0,0.013255079227999012,-0.069885890316429,-42.0,e5d7,-0.09306326199720014,-56.0,a5c7,-0.08314096643359975,-50.0,a8c8,0.15789473684210525,0.14736842105263157,0.8105263157894737,0.08421052631578947,0.3
29,22207,0,"[0.000,0.050]",0.0,0.000125885009765625,0.000125885009765625,8/7p/1R1rk1p1/5p2/4p2P/4K1P1/5P2/8 w - - 0 1,-0.0283257539770161,-17.0,0.026659088853557594,0.010911747485893056,16.0,1,0,0.0283257539770161,-0.001666665123458505,-1.0,b6b2,-0.013332543266059059,-8.0,b6b8,-0.0283257539770161,-17.0,b6b8,0.21052631578947367,0.17894736842105263,0.5684210526315789,0.2736842105263158,0.3078947368421053
76,22702,2,"[0.100,0.150]",-0.14888502657413483,-0.041839599609375,0.10704542696475983,1r1q1r2/pp1nb1pk/3pp2p/2p5/2PpPP2/1P1P2PP/P5B1/R1BQ1RK1 b - - 0 1,-0.14888503362331795,-90.0,0.006518865773396609,0.0026613159169975404,4.0,0,0,7.049183126106584e-09,-0.14562398314002767,-88.0,e6e5,-0.15214284891342428,-92.0,e6e5,-0.14888503362331795,-90.0,e6e5,0.010526315789473684,0.010526315789473684,0.37894736842105264,0.8421052631578947,0.31052631578947365
51,31195,0,"[0.000,0.050]",-0.0,-0.1485595703125,0.1485595703125,8/P7/1R3kp1/7p/7P/rp6/6PK/8 b - - 0 1,0.01666512362823861,10.0,0.01666512362823861,0.006982533846291478,10.0,0,1,0.01666512362823861,0.0,0.0,f6f7,0.004999958333749996,3.0,f6f7,0.01666512362823861,10.0,f6f7,0.07368421052631578,0.05263157894736842,0.25263157894736843,0.968421052631579,0.3368421052631579
37,8190,1,"[0.050,0.100]",-0.06490861624479294,0.046722412109375,0.11163102835416794,4r1k1/1q3pp1/pp3n1r/2p1B2p/2P5/4Q3/P4PPP/3RR1K1 w - - 0 1,-0.09801761151771787,-59.0,0.026473389289560126,0.011247598735376934,16.0,1,0,0.033108995272924935,-0.07154422222815775,-43.0,e3h3,-0.07817350493279135,-47.0,e3d3,-0.09801761151771787,-59.0,e3d3,0.2,0.2,0.6105263157894737,0.37894736842105264,0.3473684210526316
2,34206,0,"[0.000,0.050]",0.0,-0.10357666015625,0.10357666015625,8/8/5k1p/8/6K1/6P1/8/8 w - - 0 1,0.0,0.0,0.01499887510124078,0.007070537529504946,9.0,1,1,0.0,0.01499887510124078,9.0,g4h5,0.0,0.0,g4h5,0.0,0.0,g4f4,0.042105263157894736,0.06315789473684211,0.42105263157894735,0.8842105263157894,0.3526315789473684
17,40931,2,"[0.100,0.150]",-0.12106986343860626,-0.0823974609375,0.03867240250110626,rnbqk1nr/p2p2pp/2p2p2/4p3/4P3/2PB4/P1P2PPP/R1BQK1NR b KQkq - 0 1,-0.15539736153535735,-94.0,0.02776394390880127,0.011647994475947148,17.0,2,0,0.03432749809675109,-0.12763341762655608,-77.0,d7d6,-0.13582209941846443,-82.0,d8a5,-0.15539736153535735,-94.0,d7d6,0.22105263157894736,0.24210526315789474,0.8421052631578947,0.14736842105263157,0.3631578947368421
54,10506,2,"[0.100,0.150]",0.11449570953845978,-0.0740966796875,0.18859238922595978,rnbqk2r/pp3ppp/8/4P3/1b1PpP2/7P/4N1P1/RNBQK2R w KQkq - 0 1,0.17000000307458762,103.0,0.019410355104854726,0.007960120702173114,12.0,1,0,0.05550429353612785,0.18130656540177167,110.0,b1c3,0.16189621029691695,98.0,c1d2,0.17000000307458762,103.0,c1d2,0.10526315789473684,0.09473684210526316,0.7052631578947368,0.5789473684210527,0.37105263157894736
27,30850,2,"[0.100,0.150]",-0.14562398195266724,0.0005788803100585938,0.14620286226272583,2r2rk1/1p3ppp/p1qnpb2/8/P1n2P2/2NB4/1PP3PP/R1B1QR1K w - - 0 1,-0.029991003238820143,-18.0,0.031597613937767055,0.014177396814220805,19.0,1,0,0.11563297871384709,-0.061588617176587195,-37.0,a1b1,-0.05826725814409372,-35.0,a1b1,-0.029991003238820143,-18.0,c3e4,0.3157894736842105,0.35789473684210527,0.5578947368421052,0.2631578947368421,0.37368421052631573
34,12278,3,"[0.150,0.200]",-0.15539735555648804,-0.11669921875,0.03869813680648804,r1bqk2r/ppp2pp1/2n1p2p/8/3P4/2PBPNP1/P1Q2PP1/R3K2R b KQkq - 0 1,-0.23234481526335568,-142.0,0.04210210060934108,0.01803887807931723,27.0,0,0,0.07694745970686764,-0.27444691587269676,-169.0,b7b6,-0.24178273102851391,-148.0,b7b6,-0.23234481526335568,-142.0,b7b6,0.5052631578947369,0.5052631578947369,0.14736842105263157,0.35789473684210527,0.37894736842105264
70,3977,1,"[0.050,0.100]",-0.08148559182882309,0.0885009765625,0.1699865683913231,2kr4/ppqr1ppp/2p2n2/4nP2/1b2PB2/2NB4/PPP1Q2P/1K1R3R w - - 0 1,-0.1748513390060125,-106.0,0.016166152477142343,0.006644266693864797,10.0,1,0,0.0933657471771894,-0.18130656540177167,-110.0,c3a4,-0.16514041292462933,-100.0,d3c4,-0.1748513390060125,-106.0,d3c4,0.05263157894736842,0.042105263157894736,0.7473684210526316,0.7263157894736842,0.39210526315789473
26,20206,0,"[0.000,0.050]",0.0,7.05718994140625e-05,7.05718994140625e-05,4r1k1/p2qb3/2p3p1/n4p2/6p1/3PB3/P1rNQPPP/R4RK1 w - - 0 1,-0.01833127959710064,-11.0,0.02832811395612988,0.012093337786018035,17.0,0,2,0.01833127959710064,-0.02499479296842069,-15.0,d3d4,0.0033333209877091908,2.0,d3d4,-0.01833127959710064,-11.0,d3d4,0.25263157894736843,0.2736842105263158,0.11578947368421053,1.0,0.41052631578947374
43,9059,1,"[0.050,0.100]",-0.07651680707931519,0.335693359375,0.4122101664543152,2bqr1k1/1r4p1/p1ppn1Np/1p3Q1P/5P2/1PP1R3/P2P2P1/4R1K1 w - - 0 1,-0.09141077516881174,-55.0,0.041138013222066644,0.01866259854478457,25.0,0,0,0.014893968089496556,-0.13254878839087839,-80.0,e3e6,-0.09471523628617855,-57.0,e3e6,-0.09141077516881174,-55.0,e3e6,0.49473684210526314,0.5263157894736842,0.18947368421052632,0.4421052631578947,0.4131578947368421
42,20499,2,"[0.100,0.150]",0.1358221024274826,0.182861328125,0.047039225697517395,2rq1r2/p2nk1p1/bp3p2/2p1pPP1/3pP3/1P1P1BQ1/P1P5/R1B2RK1 w - - 0 1,0.24491866240370913,150.0,0.031579950187286265,0.013911058179087235,20.0,1,0,0.10909655997622653,0.21333871221642287,130.0,c1d2,0.24021286468618025,147.0,g1f2,0.24491866240370913,150.0,g1f2,0.30526315789473685,0.3157894736842105,0.631578947368421,0.43157894736842106,0.42105263157894735
66,15075,0,"[0.000,0.050]",0.0,-0.33984375,0.33984375,8/6p1/4k3/3p4/p1p3R1/P1P2q1K/1P4R1/8 w - - 0 1,0.0,0.0,0.023329099687423707,0.01099744305863618,14.0,0,1,0.0,-0.023329099687423707,-14.0,h3h2,0.0,0.0,h3h2,0.0,0.0,h3h2,0.16842105263157894,0.18947368421052632,0.3368421052631579,0.9894736842105263,0.42105263157894735
46,22939,3,"[0.150,0.200]",-0.15214285254478455,-0.11126708984375,0.040875762701034546,4rrk1/p1p3pp/2pb1q2/4pp1b/8/2BP1N1P/PPP2PP1/R2QR1K1 w - - 0 1,-0.14235976521654709,-86.0,0.042691770591591266,0.01742886234282385,26.0,0,0,0.00978308732823746,-0.12106986526858614,-73.0,d1e2,-0.09966799462495582,-60.0,d1e2,-0.14235976521654709,-86.0,d1e2,0.5157894736842106,0.4842105263157895,0.21052631578947367,0.4842105263157895,0.4236842105263158
40,24849,2,"[0.100,0.150]",0.14725491404533386,-0.003742218017578125,0.150997132062912,3rr1k1/1pqn1pp1/4pb1p/p3N3/2PRQ3/1P4P1/PB3P1P/4R1K1 w - - 0 1,0.13582209941846443,82.0,0.045669276618126906,0.01919967759557343,28.0,0,0,0.01143281462686943,0.1227117692526878,74.0,e5d7,0.1683810458708147,102.0,e5d7,0.13582209941846443,82.0,e5d7,0.5684210526315789,0.5578947368421052,0.16842105263157894,0.4,0.4236842105263158
51,25908,1,"[0.050,0.100]",-0.05660609155893326,0.0282135009765625,0.08481959253549576,5rk1/p5pp/1p1b4/5r2/3Pp3/8/PB3PPP/1R1R2K1 w - - 0 1,-0.10131782952251743,-61.0,0.03778965363516548,0.017438356113406547,23.0,0,0,0.04471173796358417,-0.09966799462495582,-60.0,d1d2,-0.1374576482601213,-83.0,d1d2,-0.10131782952251743,-61.0,d1d2,0.42105263157894735,0.49473684210526314,0.2631578947368421,0.5263157894736842,0.4263157894736842
44,18387,1,"[0.050,0.100]",-0.06656807661056519,-0.05108642578125,0.015481650829315186,1k1r1b1r/pp4pp/1qn1pp1n/3pP2P/1P1P1PP1/4B2B/P4K2/1R1Q2NR b - - 0 1,-0.10791150943921407,-65.0,0.03281498027301685,0.013487463848202444,20.0,1,0,0.041343432828648885,-0.12763341762655608,-77.0,g7g5,-0.14072648971223092,-85.0,f6e5,-0.10791150943921407,-65.0,f6e5,0.3263157894736842,0.30526315789473685,0.6421052631578947,0.45263157894736844,0.43157894736842106
34,39786,1,"[0.050,0.100]",0.07320215553045273,0.1378173828125,0.06461522728204727,2rr2k1/1bq2ppp/p2bp3/1p6/4B3/P3P2P/1P1NQPP1/R2R2K1 b - - 0 1,0.08479588154870199,51.0,0.05106319577299094,0.023330352398238295,31.0,0,0,0.011593726018249262,0.13254878839087839,80.0,d6h2,0.08148559261788745,49.0,d6h2,0.08479588154870199,51.0,d6h2,0.6105263157894737,0.6421052631578947,0.1368421052631579,0.3473684210526316,0.43421052631578944
57,36557,1,"[0.050,0.100]",-0.07320215553045273,-0.0758056640625,0.0026035085320472717,r2r2k1/pp1nbppb/q4n1p/3p4/3P4/1QN1BNP1/PP3PBP/R2R2K1 b - - 0 1,-0.07982976911113136,-48.0,0.01824115193454417,0.008598961486380195,11.0,2,0,0.006627613580678635,-0.07982976911113136,-48.0,d7b6,-0.061588617176587195,-37.0,a6b6,-0.07982976911113136,-48.0,h7f5,0.09473684210526316,0.10526315789473684,0.9368421052631579,0.6210526315789474,0.43947368421052635
55,9337,0,"[0.000,0.050]",-0.014998875558376312,0.05474853515625,0.06974741071462631,4r1k1/p1p4p/1npp2p1/5pB1/1Pb5/P2B1P2/2PK2PP/2R5 w - - 0 1,0.011666137374496012,7.0,0.02831254293666756,0.011565129712401817,17.0,1,0,0.026665012932872323,0.03997868031116357,24.0,g5e3,0.02499479296842069,15.0,a3a4,0.011666137374496012,7.0,a3a4,0.24210526315789474,0.22105263157894736,0.7157894736842105,0.5894736842105263,0.4421052631578948
39,444,0,"[0.000,0.050]",-0.01833127997815609,-0.036834716796875,0.01850343681871891,r3k2r/pp1q1ppp/2n1pn2/8/1b1P2b1/1QN1BN2/PP2BPPP/R4RK1 b kq - 0 1,-0.0466328196077002,-28.0,0.028301540010599563,0.011876691903663791,17.0,2,0,0.028301539629544112,-0.01833127959710064,-11.0,e8g8,-0.038314568128458674,-23.0,b4c3,-0.0466328196077002,-28.0,e8g8,0.23157894736842105,0.25263157894736843,0.9052631578947369,0.3894736842105263,0.4447368421052632
11,22166,1,"[0.050,0.100]",-0.06158861890435219,-0.0733642578125,0.011775638908147812,2kr4/1p3ppp/p3pn2/3r4/P2N4/2P2P2/1P4PP/R4RK1 w - - 0 1,-0.05494460868918742,-33.0,0.03985108879996779,0.016436272556570805,24.0,2,0,0.006644010215164767,-0.07982976911113136,-48.0,a1e1,-0.03997868031116357,-24.0,f1f2,-0.05494460868918742,-33.0,f1e1,0.4631578947368421,0.43157894736842106,0.8210526315789474,0.10526315789473684,0.4552631578947368
3,29178,3,"[0.150,0.200]",-0.17969420552253723,-0.11578369140625,0.06391051411628723,1r1r2k1/1b2q1pp/ppn1pn2/2p1N3/P1P2P2/4P3/1B1PQRBP/R5K1 b - - 0 1,-0.21333871221642287,-130.0,0.06753440460614935,0.03013402957410027,43.0,1,0,0.033644506693885634,-0.27290508056313273,-168.0,c6b4,-0.20537067595698338,-125.0,c6e5,-0.21333871221642287,-130.0,c6e5,0.7263157894736842,0.7052631578947368,0.43157894736842106,0.010526315789473684,0.46842105263157896
61,39556,2,"[0.100,0.150]",0.10955847054719925,0.21142578125,0.10186731070280075,r2r2k1/pp3ppp/2n2q2/4p3/2P5/5B2/P1P2PPP/R1Q2RK1 b - - 0 1,0.15539736153535735,94.0,0.040623219857208875,0.016622009421310497,25.0,0,0,0.045838890988158104,0.1374576482601213,83.0,c6d4,0.17808086811733018,108.0,c6d4,0.15539736153535735,94.0,c6d4,0.47368421052631576,0.4421052631578947,0.30526315789473685,0.6631578947368421,0.4710526315789474
19,44728,3,"[0.150,0.200]",-0.15377052128314972,-0.05694580078125,0.09682472050189972,2rqr1k1/pp2b1p1/2n1p2p/3b1p2/3P4/P1RQPN2/1P1BBPPP/5RK1 b - - 0 1,-0.18291795686556014,-111.0,0.03881717165407228,0.016728401907047295,24.0,2,0,0.029147435582410425,-0.15214284891342428,-92.0,a7a6,-0.19096002056749656,-116.0,e7d6,-0.18291795686556014,-111.0,a7a6,0.43157894736842106,0.45263157894736844,0.8526315789473684,0.16842105263157894,0.47631578947368425
52,31310,3,"[0.150,0.200]",0.15539735555648804,0.23291015625,0.07751280069351196,r6k/pp2r1b1/6Rp/2p5/3p1p2/P2B1P1P/1PPK4/3R4 w - - 0 1,0.15214284891342428,92.0,0.045508389860771936,0.01871584513470513,28.0,0,0,0.0032545066430637593,0.13418580993090867,81.0,d1g1,0.1796941997916806,109.0,d1g1,0.15214284891342428,92.0,d1g1,0.5578947368421052,0.5473684210526316,0.2736842105263158,0.5473684210526316,0.481578947368421
26,37091,3,"[0.150,0.200]",0.161896213889122,0.53369140625,0.371795192360878,8/2R2pk1/4p1p1/4P3/3PpK2/7P/r7/8 b - - 0 1,0.0897577847471601,54.0,0.04933466313129793,0.020278360478800737,30.0,1,0,0.0721384291419619,0.13909244787845804,84.0,e4e3,0.11942729853438588,72.0,a2a3,0.0897577847471601,54.0,a2a3,0.5894736842105263,0.5894736842105263,0.5368421052631579,0.25263157894736843,0.4921052631578947
10,40885,3,"[0.150,0.200]",0.19416974484920502,0.317626953125,0.12345720827579498,4k2r/3rbpp1/p3q1p1/Bppn2P1/6nP/P3PNR1/1PQ1KP2/1B5R b k - 0 1,0.21492895629938333,131.0,0.11552104448177727,0.04716854501465515,75.0,0,0,0.02075921145017831,0.3304500007811606,206.0,d5f4,0.27444691587269676,169.0,d5f4,0.21492895629938333,131.0,d5f4,0.9473684210526315,0.9263157894736842,0.031578947368421054,0.09473684210526316,0.5
46,7047,0,"[0.000,0.050]",-0.016665123403072357,-0.063720703125,0.04705557972192764,6k1/8/7p/3p2p1/4p3/2RbPP2/2p3PP/6K1 b - - 0 1,-0.05494460868918742,-33.0,0.06119560305871917,0.027416380247287212,37.0,0,0,0.038279485286115064,-0.11614021174790659,-70.0,h6h5,-0.061588617176587195,-37.0,h6h5,-0.05494460868918742,-33.0,h6h5,0.6631578947368421,0.6736842105263158,0.2,0.47368421052631576,0.5026315789473684
31,11601,3,"[0.150,0.200]",0.18291795253753662,-0.11065673828125,0.2935746908187866,2rq1rk1/pb3ppp/4pn2/2n5/2p5/P3PPN1/1B2B1PP/QR3RK1 w - - 0 1,0.1796941997916806,109.0,0.07877344372595971,0.03232545735557054,49.0,0,0,0.0032237527458560122,0.14725490855271123,89.0,e2c4,0.22602835227867094,138.0,e2c4,0.1796941997916806,109.0,e2c4,0.8,0.7894736842105263,0.12631578947368421,0.30526315789473685,0.5052631578947369
73,32061,0,"[0.000,0.050]",0.014998875558376312,0.04400634765625,0.029007472097873688,3r1rk1/ppq1ppbp/2n2np1/2p3B1/2N1P3/2P2N2/PP2QPPP/R4RK1 b - - 0 1,0.02166327687109476,13.0,0.019979293874391187,0.009051670921678242,12.0,2,0,0.006664401312718449,0.03997868031116357,24.0,a7a6,0.04164257074548595,25.0,h7h6,0.02166327687109476,13.0,b7b5,0.12631578947368421,0.11578947368421053,1.0,0.7789473684210526,0.5052631578947369
54,23047,0,"[0.000,0.050]",0.0,0.0733642578125,0.0733642578125,r1br2k1/p1p2pp1/5q1p/2p5/4R3/5N2/PPP2PPP/R1Q3K1 w - - 0 1,-0.03332099313882286,-20.0,0.03664790300500017,0.016227552248996826,22.0,1,0,0.03332099313882286,-0.001666665123458505,-1.0,e4e5,-0.038314568128458674,-23.0,e4e3,-0.03332099313882286,-20.0,e4e3,0.4,0.4,0.6947368421052632,0.5684210526315789,0.5157894736842106
4,2861,1,"[0.050,0.100]",-0.0582672581076622,-0.303466796875,0.2451995387673378,3r3r/1p2k1pp/p3pp2/1b6/1b6/1P2P3/PB1N1PPP/R2RK3 w - - 0 1,-0.096366689100842,-58.0,0.07938335218799597,0.03287451896166109,48.0,1,0,0.038099430993179806,-0.044969649583600245,-27.0,a2a3,-0.12435300177159621,-75.0,a1c1,-0.096366689100842,-58.0,a1c1,0.8105263157894737,0.8,0.4421052631578947,0.021052631578947368,0.518421052631579
42,29238,1,"[0.050,0.100]",-0.06158861890435219,-0.10162353515625,0.04003491625189781,r2r4/p2nk1bp/1p2p1p1/2p1Pp2/2P2Pn1/1PN3P1/P3N1KP/2BR1R2 b - - 0 1,-0.1309110434076264,-79.0,0.0680654869073623,0.03099374689790356,42.0,0,0,0.06932242450327422,-0.19897653031498871,-121.0,g4h6,-0.13582209941846443,-82.0,g4h6,-0.1309110434076264,-79.0,g4h6,0.7368421052631579,0.7578947368421053,0.17894736842105263,0.42105263157894735,0.5236842105263158
67,26011,3,"[0.150,0.200]",0.15214285254478455,0.1043701171875,0.047772735357284546,2r3k1/1br2pp1/p2p3p/4p1b1/qPP1P3/3B1PB1/3R2PP/1R4QK w - - 0 1,0.15214284891342428,92.0,0.033994936215683835,0.013927438090179803,21.0,1,0,3.6313602680415613e-09,0.1861377851291081,113.0,d2c2,0.17161804312996978,104.0,d2b2,0.15214284891342428,92.0,d2b2,0.3473684210526316,0.3368421052631579,0.7368421052631579,0.6947368421052632,0.5289473684210526
16,14633,2,"[0.100,0.150]",0.11942730098962784,0.51416015625,0.39473285526037216,r1b1nrk1/p4ppp/8/1P1PN3/1bp5/2N3P1/1P1BQ2P/R3KB1q b Q - 0 1,0.2759873413219676,170.0,0.07134274669760898,0.03087869793446516,47.0,1,0,0.15656004033233978,0.33341606533224616,208.0,e8d6,0.2620733186346372,161.0,e8d6,0.2759873413219676,170.0,e8f6,0.7684210526315789,0.7473684210526316,0.49473684210526314,0.1368421052631579,0.5368421052631578
